Education|Income|Customer_For|Age|AmountSpent|Children|Family_Size|Is_Parent|TotalAcceptedCmp|NumTotalPurchases
0|36930.0|35251200000000000|70|297|1|3|1|0|16
1|36130.0|44236800000000000|70|488|1|2|1|2|21
0|65569.0|51926400000000000|71|859|1|3|1|0|23
1|83844.0|35683200000000000|72|1574|0|2|0|1|20
1|19514.0|13305600000000000|56|69|2|4|1|1|10
0|36736.0|35856000000000000|61|17|2|3|1|0|4
1|77568.0|58147200000000000|45|2194|1|3|1|3|21
0|49187.0|14601600000000000|48|116|1|3|1|0|8
1|30168.0|41385600000000000|46|279|1|2|1|0|18
0|34053.0|56764800000000000|56|103|1|3|1|0|7
0|38196.0|6220800000000000|53|44|2|4|1|0|9
0|59412.0|6134400000000000|73|406|0|2|0|0|15
0|70924.0|7171200000000000|59|1363|0|2|0|1|20
1|54165.0|34300800000000000|55|236|0|2|0|0|11
1|32300.0|46828800000000000|51|39|1|3|1|0|5
1|20180.0|42681600000000000|48|137|0|1|0|0|8
1|34961.0|864000000000000|51|79|1|3|1|0|10
0|28440.0|30844800000000000|50|63|1|3|1|0|6
0|64504.0|41644800000000000|71|1314|3|5|1|1|25
0|33564.0|432000000000000|58|71|1|3|1|0|6
1|17345.0|52099200000000000|46|58|1|3|1|0|7
0|56320.0|38620800000000000|57|702|1|3|1|0|21
1|28647.0|26956800000000000|46|94|1|2|1|2|7
1|15038.0|44582400000000000|37|80|1|2|1|0|7
0|32173.0|28684800000000000|66|22|1|2|1|0|5
0|68316.0|52012800000000000|60|1211|1|3|1|0|32
1|74538.0|31536000000000000|53|1461|0|2|0|2|22
1|91700.0|45619200000000000|53|1968|0|1|0|1|20
1|68695.0|345600000000000|55|1091|0|2|0|0|16
0|31056.0|45187200000000000|47|55|1|3|1|0|5
1|79593.0|4147200000000000|51|1366|0|2|0|1|19
1|28071.0|57801600000000000|44|313|0|1|0|0|13
0|37334.0|10627200000000000|66|62|2|4|1|0|11
0|46423.0|24537600000000000|52|92|2|3|1|0|9
0|37126.0|7862400000000000|53|72|1|3|1|2|6
1|47703.0|34214400000000000|71|655|1|3|1|0|21
1|61180.0|5788800000000000|65|704|1|3|1|1|18
1|38998.0|52099200000000000|70|54|2|4|1|0|8
1|8028.0|56073600000000000|33|178|0|1|0|0|16
1|76081.0|3196800000000000|62|1033|0|2|0|1|14
1|34728.0|28857600000000000|38|36|1|3|1|1|5
0|33168.0|53913600000000000|59|122|1|2|1|0|10
0|33585.0|23932800000000000|58|122|1|3|1|0|7
0|77037.0|22377600000000000|64|1123|1|3|1|0|27
1|35196.0|51235200000000000|40|497|1|3|1|1|18
1|44529.0|31017600000000000|58|691|1|3|1|1|25
0|70924.0|7171200000000000|59|1363|0|2|0|1|20
0|28764.0|2073600000000000|58|12|2|4|1|1|4
0|69098.0|43027200000000000|75|2440|0|2|0|0|25
0|25959.0|43200000000000000|54|56|2|3|1|1|7
0|27100.0|38880000000000000|41|37|1|3|1|0|5
1|70596.0|54604800000000000|39|968|0|1|0|0|21
1|42557.0|57801600000000000|50|270|1|3|1|0|15
0|53312.0|27993600000000000|73|278|0|2|0|0|12
1|72228.0|50025600000000000|72|1250|0|1|0|0|22
1|67605.0|39312000000000000|37|938|0|2|0|0|17
0|62845.0|54950400000000000|75|1178|2|4|1|1|28
1|65196.0|29289600000000000|66|1155|2|4|1|1|26
0|42000.0|46224000000000000|37|653|0|1|0|1|20
0|35860.0|3542400000000000|51|49|2|3|1|1|6
0|65526.0|6825600000000000|60|506|1|3|1|0|17
1|16860.0|56592000000000000|63|38|2|4|1|0|8
1|83528.0|5097600000000000|32|1650|0|1|0|3|23
0|64176.0|60048000000000000|59|1826|1|2|1|0|33
1|22304.0|59961600000000000|68|18|0|1|0|0|4
1|67023.0|10108800000000000|46|906|0|2|0|0|24
0|32892.0|3024000000000000|53|46|1|3|1|0|8
1|70713.0|49507200000000000|58|1477|1|3|1|0|25
1|59925.0|49766400000000000|69|766|1|3|1|0|23
1|39722.0|10800000000000000|71|47|1|3|1|0|7
1|46610.0|29894400000000000|66|467|0|2|0|0|14
1|88347.0|31190400000000000|63|2116|0|2|0|1|21
0|87171.0|36633600000000000|43|1298|0|2|0|2|25
0|26907.0|27043200000000000|48|22|2|4|1|0|6
0|50014.0|13651200000000000|56|396|1|2|1|0|15
0|41014.0|37411200000000000|46|20|1|3|1|0|4
1|66294.0|8985600000000000|59|967|0|1|0|0|13
1|36715.0|50889600000000000|53|357|1|3|1|1|19
1|79456.0|58406400000000000|68|1401|0|2|0|1|16
1|40479.0|27302400000000000|42|15|1|3|1|0|4
0|75345.0|44236800000000000|54|2087|0|1|0|2|20
1|54233.0|44064000000000000|47|981|1|3|1|0|26
1|24163.0|22464000000000000|54|17|2|3|1|0|6
0|84460.0|46742400000000000|66|523|0|2|0|5|22
1|43776.0|4924800000000000|41|23|1|3|1|0|4
0|71691.0|8985600000000000|66|1192|0|1|0|1|17
0|85844.0|2678400000000000|51|1958|0|2|0|1|20
0|39190.0|5529600000000000|50|133|1|2|1|0|9
1|71367.0|26784000000000000|65|777|0|2|0|0|17
0|38578.0|32140800000000000|52|73|2|3|1|0|9
0|57236.0|9417600000000000|59|121|2|4|1|0|10
1|61825.0|28166400000000000|45|424|1|2|1|0|15
1|79803.0|2332800000000000|66|868|1|2|1|0|13
0|80910.0|52358400000000000|38|756|0|1|0|0|15
0|27590.0|37324800000000000|42|12|1|3|1|0|4
1|56775.0|46915200000000000|45|937|1|3|1|0|25
1|83829.0|22809600000000000|49|1862|0|1|0|4|17
0|54210.0|34992000000000000|45|367|1|3|1|0|14
1|38508.0|28598400000000000|38|443|1|3|1|0|20
1|53187.0|21254400000000000|54|267|1|3|1|0|13
1|30023.0|8380800000000000|52|61|1|3|1|0|6
0|76045.0|19526400000000000|64|1323|0|1|0|1|21
0|50870.0|864000000000000|72|63|1|3|1|0|6
0|15315.0|28512000000000000|54|64|0|2|0|0|8
0|65463.0|12960000000000000|50|562|1|3|1|1|19
1|66480.0|2505600000000000|59|312|2|4|1|0|19
1|76773.0|42249600000000000|70|1156|0|1|0|0|16
0|81698.0|41904000000000000|41|1104|0|1|0|2|16
0|54466.0|12096000000000000|51|16|2|3|1|0|4
0|98777.0|11404800000000000|64|2008|0|1|0|1|19
0|16269.0|26179200000000000|40|44|1|2|1|0|9
1|71819.0|26352000000000000|53|1574|1|3|1|2|14
0|33569.0|22118400000000000|41|63|1|3|1|2|5
0|36262.0|24364800000000000|41|426|0|2|0|2|12
1|22634.0|45705600000000000|58|96|0|2|0|0|6
0|47025.0|25056000000000000|46|635|1|3|1|0|23
1|70566.0|22982400000000000|56|757|1|2|1|0|22
0|31605.0|50457600000000000|45|125|1|3|1|0|9
0|52034.0|35251200000000000|51|332|2|3|1|0|16
1|48526.0|16156800000000000|45|135|1|2|1|0|8
1|46734.0|50803200000000000|70|330|1|3|1|0|14
1|39552.0|48211200000000000|62|384|2|3|1|1|20
1|86358.0|59616000000000000|58|1722|2|3|1|0|18
1|46931.0|5702400000000000|47|78|3|5|1|0|7
1|16581.0|46051200000000000|39|24|0|1|0|0|4
0|63998.0|16502400000000000|72|1168|0|1|0|1|25
0|67381.0|45792000000000000|73|957|1|3|1|1|17
1|25930.0|22636800000000000|57|15|2|3|1|0|4
1|42693.0|1900800000000000|46|57|1|3|1|0|5
1|85606.0|51321600000000000|48|1956|1|3|1|1|24
1|72903.0|20995200000000000|39|2013|0|1|0|4|21
0|49669.0|3110400000000000|50|326|1|3|1|0|14
0|36778.0|59875200000000000|56|77|2|4|1|0|9
0|85696.0|36460800000000000|62|1313|0|1|0|1|20
0|10979.0|3283200000000000|35|30|0|1|0|0|8
1|49678.0|44236800000000000|63|315|1|3|1|0|14
0|56129.0|32313600000000000|71|660|1|3|1|0|22
1|37155.0|44409600000000000|35|74|1|3|1|0|7
0|21282.0|4233600000000000|46|46|1|2|1|0|7
0|33419.0|27302400000000000|62|86|1|2|1|0|8
1|63285.0|20390400000000000|79|1103|0|1|0|0|25
0|21255.0|13737600000000000|50|61|1|3|1|0|11
1|42162.0|19180800000000000|43|145|1|3|1|2|9
1|54450.0|56419200000000000|68|684|2|4|1|0|31
0|57744.0|19785600000000000|70|411|1|3|1|0|16
1|26576.0|53913600000000000|38|27|1|2|1|2|4
0|57513.0|30931200000000000|81|1060|0|1|0|0|27
1|68142.0|57801600000000000|60|1459|1|3|1|0|24
1|7500.0|57801600000000000|45|18|1|3|1|0|4
1|83145.0|55728000000000000|50|1833|0|2|0|2|26
0|54197.0|7516800000000000|64|237|1|3|1|0|12
0|23091.0|2764800000000000|61|48|2|3|1|0|10
1|46049.0|29635200000000000|48|515|2|4|1|1|26
1|56715.0|49334400000000000|50|1020|0|2|0|0|15
1|79410.0|2678400000000000|63|1370|0|2|0|0|11
1|57304.0|41040000000000000|73|1026|1|3|1|0|25
1|44375.0|8467200000000000|59|301|1|3|1|0|12
1|54450.0|56419200000000000|68|684|2|4|1|0|31
1|59594.0|53308800000000000|59|499|1|3|1|1|17
1|80685.0|58406400000000000|30|1004|0|2|0|0|21
0|40344.0|22377600000000000|50|218|1|3|1|0|12
1|62710.0|34732800000000000|52|606|1|3|1|0|22
0|48985.0|31017600000000000|56|75|1|3|1|0|6
1|35322.0|58406400000000000|56|106|3|5|1|0|9
1|77142.0|34214400000000000|76|990|0|2|0|0|17
1|81657.0|13651200000000000|55|1097|0|1|0|0|16
1|14421.0|11404800000000000|28|16|0|2|0|1|4
0|20130.0|8985600000000000|50|34|0|2|0|0|5
0|74214.0|58060800000000000|34|1711|0|2|0|0|16
0|66726.0|14515200000000000|67|438|2|4|1|1|17
1|23724.0|46396800000000000|45|75|1|3|1|0|7
0|47353.0|19699200000000000|64|225|1|3|1|0|13
0|33444.0|52099200000000000|72|18|2|4|1|0|4
1|54386.0|35251200000000000|43|470|1|3|1|0|17
1|28510.0|38188800000000000|43|91|2|3|1|0|9
0|90638.0|11750400000000000|33|2525|0|1|0|1|18
1|48070.0|45964800000000000|74|504|1|3|1|0|19
1|43140.0|46656000000000000|67|235|1|3|1|0|11
0|54959.0|45446400000000000|63|1232|1|2|1|2|21
1|15056.0|36460800000000000|66|88|2|3|1|0|12
1|26954.0|4492800000000000|53|17|1|2|1|0|4
1|22327.0|28598400000000000|39|24|1|2|1|0|5
1|44393.0|26870400000000000|59|60|2|4|1|0|7
0|62000.0|26611200000000000|72|1020|1|2|1|1|26
0|31497.0|49248000000000000|62|155|1|3|1|0|10
0|45894.0|10540800000000000|50|51|2|4|1|0|5
0|78579.0|47865600000000000|54|1812|0|1|0|1|16
0|67369.0|50889600000000000|55|1461|1|2|1|3|25
1|58401.0|6048000000000000|64|96|1|2|1|0|6
1|62307.0|11404800000000000|72|160|1|2|1|0|9
0|43641.0|37411200000000000|55|139|2|4|1|0|10
0|63841.0|37497600000000000|56|908|1|2|1|0|22
0|46891.0|26006400000000000|59|183|1|3|1|0|8
0|70091.0|39312000000000000|55|1161|1|3|1|1|19
0|78075.0|7344000000000000|52|988|0|2|0|0|14
0|59184.0|56851200000000000|63|1072|1|2|1|0|27
1|54809.0|25142400000000000|47|174|2|4|1|0|12
1|58113.0|44928000000000000|65|758|1|3|1|0|22
0|51412.0|15552000000000000|66|195|1|3|1|0|11
1|15287.0|54172800000000000|45|31|1|2|1|2|6
0|66636.0|27302400000000000|67|1084|0|2|0|0|17
0|50965.0|42681600000000000|68|685|1|3|1|1|22
0|84618.0|18921600000000000|59|1672|0|2|0|1|26
1|18351.0|20995200000000000|34|43|0|2|0|0|6
0|40451.0|11491200000000000|67|49|2|4|1|1|5
1|36317.0|34819200000000000|59|133|1|3|1|0|9
1|42213.0|22464000000000000|67|363|1|3|1|1|15
1|65748.0|38016000000000000|69|545|1|3|1|0|18
1|77044.0|21168000000000000|52|1065|1|3|1|1|31
1|74918.0|40953600000000000|55|2047|0|2|0|1|21
1|56721.0|52358400000000000|52|296|2|4|1|0|15
1|42160.0|31622400000000000|49|140|2|3|1|1|11
1|61559.0|29980800000000000|59|530|1|2|1|0|17
0|33629.0|59616000000000000|61|152|2|4|1|0|13
0|68682.0|22982400000000000|33|1598|0|2|0|0|24
1|34377.0|45446400000000000|61|114|1|2|1|0|8
1|8940.0|58406400000000000|38|101|1|2|1|0|10
1|26228.0|24192000000000000|51|25|1|3|1|0|4
0|77297.0|44841600000000000|67|789|0|1|0|1|22
1|40211.0|28857600000000000|43|87|2|4|1|1|7
0|33438.0|24192000000000000|66|90|2|3|1|0|11
0|75032.0|36892800000000000|65|1215|1|3|1|0|20
0|61284.0|22464000000000000|69|811|0|1|0|1|22
1|22518.0|53136000000000000|38|61|1|3|1|2|7
0|54730.0|27475200000000000|49|405|1|3|1|0|18
0|38452.0|7862400000000000|69|72|2|4|1|0|9
1|44421.0|43113600000000000|53|189|2|3|1|0|14
0|38197.0|31536000000000000|38|40|1|3|1|0|5
1|41986.0|12096000000000000|46|63|1|2|1|0|10
1|28427.0|40176000000000000|41|52|1|3|1|0|7
0|37395.0|5011200000000000|48|39|1|3|1|0|5
1|64722.0|2937600000000000|53|805|1|3|1|0|25
0|55249.0|6307200000000000|68|130|1|3|1|0|8
1|84906.0|23155200000000000|52|1631|0|2|0|3|24
1|28691.0|31104000000000000|35|34|1|3|1|0|5
1|44213.0|18316800000000000|72|152|2|3|1|0|12
1|25707.0|13996800000000000|40|21|1|2|1|0|5
0|59062.0|23241600000000000|57|71|3|5|1|0|7
1|76624.0|3110400000000000|62|899|1|2|1|1|23
0|66000.0|6048000000000000|77|711|0|2|0|0|10
0|27683.0|59961600000000000|46|351|1|3|1|0|16
1|1730.0|3628800000000000|53|8|0|1|0|0|15
1|7500.0|49507200000000000|32|119|1|2|1|0|11
1|40521.0|38880000000000000|56|21|2|4|1|0|4
0|20427.0|8380800000000000|51|10|1|3|1|0|4
1|65106.0|3110400000000000|49|973|1|3|1|1|27
0|69969.0|26438400000000000|59|1536|0|2|0|3|13
1|67433.0|30067200000000000|72|992|2|4|1|1|28
0|77766.0|42508800000000000|57|1529|1|3|1|2|34
1|74716.0|25056000000000000|52|860|1|3|1|0|17
1|68118.0|21945600000000000|61|928|1|2|1|0|23
0|55158.0|60393600000000000|54|418|2|4|1|1|18
0|62972.0|60048000000000000|69|587|1|3|1|1|16
1|74190.0|4147200000000000|49|641|1|3|1|0|19
1|39356.0|8812800000000000|48|23|2|4|1|1|4
1|76653.0|27388800000000000|55|2279|0|2|0|2|23
0|35860.0|3542400000000000|51|49|2|3|1|1|6
0|90687.0|34819200000000000|41|1779|0|1|0|2|17
0|73450.0|17798400000000000|42|1804|0|2|0|2|27
1|31454.0|30931200000000000|64|48|2|4|1|0|8
1|47139.0|9936000000000000|72|83|2|3|1|1|7
1|83829.0|22809600000000000|49|1862|0|1|0|4|17
0|53378.0|55555200000000000|61|793|2|4|1|1|29
1|19656.0|43718400000000000|54|84|1|3|1|0|9
0|45579.0|27043200000000000|76|183|1|3|1|0|10
0|85485.0|691200000000000|66|1383|0|1|0|0|19
1|55956.0|7171200000000000|80|999|0|2|0|1|16
0|64191.0|45187200000000000|61|825|1|2|1|0|24
1|38808.0|58060800000000000|52|246|1|2|1|2|14
0|57183.0|40348800000000000|58|610|2|4|1|0|25
0|23748.0|50544000000000000|56|76|1|2|1|0|9
1|66303.0|42163200000000000|53|1286|1|3|1|1|22
0|37368.0|16848000000000000|49|30|1|3|1|1|4
1|40800.0|47001600000000000|60|99|3|5|1|0|8
1|71847.0|55814400000000000|46|1192|0|1|0|1|22
1|46149.0|18316800000000000|49|362|1|3|1|0|18
1|78687.0|59529600000000000|41|2130|0|2|0|2|19
0|49118.0|58752000000000000|53|1229|0|1|0|3|28
0|37633.0|55900800000000000|67|38|2|4|1|0|6
0|39767.0|29635200000000000|73|485|0|2|0|0|17
1|26997.0|51926400000000000|73|434|0|2|0|0|13
1|33986.0|40780800000000000|54|44|1|2|1|0|5
0|57091.0|50371200000000000|52|496|1|3|1|2|18
0|46831.0|33350400000000000|55|78|2|4|1|0|7
0|83151.0|43545600000000000|52|2346|0|2|0|4|23
1|52531.0|47174400000000000|53|794|0|2|0|0|21
1|15759.0|25660800000000000|68|17|0|2|0|0|4
1|22804.0|28771200000000000|53|26|1|2|1|0|5
0|43050.0|8899200000000000|51|76|1|3|1|0|8
0|42997.0|17625600000000000|47|15|2|3|1|0|4
0|48918.0|6739200000000000|61|62|2|3|1|0|7
0|60033.0|7948800000000000|70|198|1|3|1|0|10
0|34043.0|21340800000000000|46|49|1|3|1|0|5
1|57811.0|31968000000000000|58|802|1|3|1|1|25
1|78569.0|11232000000000000|78|1736|0|2|0|2|15
1|7500.0|47433600000000000|46|57|2|3|1|0|10
1|94384.0|41644800000000000|71|2302|0|2|0|4|18
0|23148.0|11318400000000000|39|37|0|2|0|0|6
1|44267.0|42249600000000000|54|310|2|3|1|0|16
1|71626.0|52272000000000000|45|1305|0|2|0|1|19
1|60894.0|31622400000000000|58|832|1|3|1|0|26
1|50200.0|39052800000000000|48|401|2|4|1|0|19
0|81051.0|3196800000000000|59|1501|0|2|0|2|23
1|65169.0|14342400000000000|42|1189|0|2|0|5|28
1|59868.0|29548800000000000|52|1194|1|3|1|0|32
0|65695.0|12873600000000000|64|656|1|3|1|0|21
0|64857.0|50371200000000000|68|1540|0|1|0|0|23
0|45143.0|26524800000000000|59|311|1|3|1|0|15
0|74805.0|20304000000000000|69|820|1|3|1|0|26
0|59060.0|14601600000000000|35|274|1|3|1|0|14
0|27238.0|37584000000000000|62|57|2|3|1|0|9
1|47009.0|23414400000000000|59|448|1|3|1|0|17
0|46094.0|1641600000000000|51|44|2|4|1|0|5
1|40321.0|28944000000000000|52|102|2|4|1|0|8
1|37235.0|12787200000000000|40|61|1|3|1|0|5
0|81843.0|37411200000000000|64|1643|0|2|0|0|27
0|46692.0|33523200000000000|66|397|1|3|1|0|15
1|77382.0|14947200000000000|56|1121|1|3|1|1|26
1|37774.0|57369600000000000|47|473|2|3|1|2|16
1|18393.0|7948800000000000|50|50|1|3|1|0|8
0|72828.0|43200000000000000|62|1678|1|3|1|0|28
1|24711.0|6220800000000000|42|58|0|2|0|0|7
0|45503.0|23932800000000000|49|170|1|3|1|0|9
0|6560.0|17193600000000000|42|373|0|1|0|0|2
0|71604.0|19353600000000000|79|1196|0|2|0|2|17
1|27244.0|9849600000000000|45|101|1|3|1|0|8
1|48752.0|48729600000000000|55|316|2|4|1|1|17
1|71434.0|24537600000000000|62|1400|1|3|1|2|21
1|90842.0|28944000000000000|76|1424|0|1|0|0|27
0|88097.0|58752000000000000|46|844|1|3|1|4|20
1|51948.0|24624000000000000|49|311|1|3|1|0|13
1|71853.0|36028800000000000|42|1149|0|2|0|0|17
0|35876.0|6048000000000000|41|129|0|2|0|0|8
1|40049.0|22118400000000000|72|32|1|2|1|0|5
1|39660.0|59616000000000000|42|299|1|2|1|1|14
1|50127.0|2678400000000000|62|320|1|3|1|1|13
0|43263.0|50544000000000000|47|441|1|3|1|0|16
0|62845.0|54950400000000000|75|1178|2|4|1|2|28
1|18929.0|43027200000000000|34|85|0|2|0|0|6
1|24367.0|40262400000000000|42|24|1|2|1|0|4
1|33249.0|42681600000000000|49|112|1|2|1|0|8
0|26887.0|43545600000000000|65|30|1|3|1|0|5
0|50150.0|32313600000000000|41|410|0|2|0|0|16
1|62061.0|26092800000000000|48|800|1|3|1|1|24
0|85696.0|36460800000000000|62|1313|0|1|0|1|20
0|76542.0|39398400000000000|68|1483|0|2|0|0|23
1|70515.0|21686400000000000|31|1258|0|1|0|1|17
1|18227.0|51667200000000000|37|28|1|3|1|0|4
1|69139.0|13219200000000000|59|227|1|3|1|0|11
1|69109.0|51580800000000000|42|1555|0|2|0|2|20
1|69627.0|40521600000000000|62|861|1|2|1|0|23
1|38136.0|37411200000000000|46|103|1|3|1|1|8
0|62159.0|5356800000000000|78|634|0|1|0|0|19
1|80695.0|15724800000000000|61|1918|0|1|0|0|19
0|33316.0|23155200000000000|53|131|2|3|1|0|10
1|58554.0|55382400000000000|56|586|2|4|1|0|22
1|17256.0|18835200000000000|32|62|1|3|1|1|7
1|53034.0|34128000000000000|50|447|2|3|1|0|22
0|52203.0|60307200000000000|74|939|0|2|0|0|27
0|59601.0|29289600000000000|47|797|1|2|1|1|15
0|75154.0|57283200000000000|66|1143|1|2|1|1|16
1|47025.0|20217600000000000|48|415|1|2|1|0|17
1|37971.0|18662400000000000|51|30|1|3|1|0|5
0|41335.0|15984000000000000|56|187|1|2|1|0|12
1|67267.0|4060800000000000|66|251|1|3|1|0|11
1|57338.0|5270400000000000|49|237|1|2|1|0|12
0|50523.0|16070400000000000|64|91|2|4|1|0|8
0|35791.0|36201600000000000|59|35|3|4|1|0|6
0|50611.0|54691200000000000|64|493|1|2|1|1|22
0|56242.0|41731200000000000|55|971|1|3|1|0|28
1|48904.0|49593600000000000|64|371|1|2|1|0|17
1|56243.0|15638400000000000|49|396|3|4|1|0|20
1|21355.0|27043200000000000|39|68|1|3|1|2|7
0|57420.0|31881600000000000|53|322|1|3|1|1|15
0|46390.0|4752000000000000|69|222|1|2|1|0|10
0|54342.0|31190400000000000|68|177|2|4|1|0|12
1|20895.0|54518400000000000|51|45|1|3|1|0|6
1|92344.0|14256000000000000|76|1899|0|2|0|2|20
0|26907.0|27043200000000000|48|22|2|4|1|0|6
1|44964.0|48384000000000000|44|41|2|4|1|0|5
1|75507.0|5011200000000000|45|1440|0|2|0|0|21
0|53761.0|22550400000000000|52|325|2|4|1|0|17
1|22682.0|23241600000000000|51|95|1|3|1|0|10
0|38887.0|10281600000000000|52|42|1|3|1|0|5
0|41658.0|51580800000000000|49|72|2|3|1|0|6
0|29791.0|3888000000000000|52|20|1|3|1|0|7
0|63915.0|28857600000000000|68|789|2|4|1|0|23
1|39996.0|3283200000000000|50|15|2|3|1|0|4
1|26759.0|12268800000000000|52|59|1|2|1|0|8
0|63841.0|37497600000000000|56|908|1|2|1|0|22
0|51039.0|48902400000000000|55|417|2|4|1|0|14
1|60544.0|58147200000000000|63|289|2|4|1|0|15
1|65685.0|7948800000000000|52|769|1|3|1|0|21
1|37716.0|5961600000000000|71|188|1|3|1|0|10
1|36864.0|59184000000000000|67|354|1|2|1|1|14
0|44511.0|54000000000000000|54|727|1|3|1|0|26
0|36947.0|59702400000000000|57|146|2|4|1|0|11
0|47352.0|38361600000000000|73|319|1|3|1|0|16
0|67087.0|16761600000000000|71|794|1|3|1|0|22
1|57045.0|56937600000000000|74|454|1|3|1|0|18
0|36957.0|57110400000000000|71|152|2|3|1|1|11
0|69389.0|55209600000000000|47|797|1|3|1|0|22
1|80134.0|34992000000000000|52|1690|1|3|1|4|16
0|43142.0|11318400000000000|55|20|2|4|1|0|4
1|80589.0|13651200000000000|80|1428|0|2|0|2|21
1|34412.0|43286400000000000|34|209|1|2|1|0|11
1|57537.0|33177600000000000|45|545|1|2|1|0|19
1|22634.0|45705600000000000|58|96|0|2|0|0|6
1|51315.0|10886400000000000|76|222|0|2|0|0|10
1|36026.0|9072000000000000|52|61|3|5|1|0|7
1|24639.0|13132800000000000|51|44|2|4|1|0|9
0|34578.0|6825600000000000|52|8|3|5|1|0|4
0|65704.0|22377600000000000|52|817|0|1|0|0|23
1|63810.0|51408000000000000|58|1371|1|2|1|1|23
0|54132.0|11491200000000000|55|42|1|3|1|0|5
1|18690.0|47347200000000000|65|60|0|2|0|0|5
1|28164.0|36374400000000000|54|78|1|3|1|0|9
0|34596.0|38188800000000000|50|23|1|3|1|0|4
0|43269.0|24710400000000000|52|19|1|3|1|0|4
0|38741.0|7862400000000000|66|61|2|3|1|0|7
1|31907.0|41644800000000000|52|449|0|1|0|0|14
0|27100.0|38880000000000000|41|37|1|3|1|0|5
0|31163.0|11750400000000000|51|38|1|2|1|0|5
1|92533.0|16588800000000000|39|1131|0|2|0|2|23
1|34853.0|16243200000000000|51|34|2|3|1|0|7
1|70844.0|20908800000000000|57|294|2|3|1|0|17
0|31086.0|36374400000000000|45|48|2|4|1|1|6
1|60544.0|58147200000000000|63|289|2|4|1|0|15
0|20491.0|44928000000000000|38|30|0|2|0|0|4
1|42523.0|5788800000000000|60|125|0|2|0|0|7
1|39922.0|43200000000000000|41|156|1|3|1|0|9
1|33402.0|29894400000000000|72|70|2|4|1|0|9
0|36408.0|24278400000000000|75|22|2|4|1|0|4
1|21645.0|57369600000000000|45|65|1|3|1|1|9
0|78427.0|52963200000000000|76|1930|0|1|0|2|23
1|82657.0|23760000000000000|78|2283|0|2|0|2|23
1|51876.0|22204800000000000|66|310|0|2|0|0|13
0|78041.0|48384000000000000|53|1319|0|2|0|0|18
1|52852.0|49680000000000000|67|879|1|3|1|1|26
0|70038.0|21340800000000000|42|1244|0|2|0|0|17
0|69401.0|8467200000000000|51|690|1|3|1|0|17
1|46053.0|42940800000000000|52|209|1|3|1|0|12
1|77343.0|1728000000000000|59|1134|0|2|0|0|17
1|73892.0|19699200000000000|71|1507|0|1|0|1|23
0|40304.0|23500800000000000|57|57|1|2|1|0|6
0|32727.0|57888000000000000|59|529|0|2|0|0|17
1|68695.0|345600000000000|55|1091|0|2|0|0|16
1|43300.0|53913600000000000|53|180|1|2|1|1|11
1|26290.0|46051200000000000|52|77|2|4|1|0|10
1|93790.0|11836800000000000|54|2349|0|1|0|4|25
0|38410.0|56419200000000000|50|534|0|2|0|1|18
0|64866.0|13305600000000000|74|556|1|2|1|1|21
1|57957.0|27129600000000000|65|637|1|3|1|0|25
0|46015.0|6652800000000000|69|46|2|4|1|2|5
1|16531.0|950400000000000|46|44|1|3|1|0|9
0|28072.0|30758400000000000|38|47|1|3|1|0|5
0|49476.0|32313600000000000|61|795|1|2|1|0|22
1|50725.0|43286400000000000|71|586|1|3|1|0|21
1|83844.0|35683200000000000|72|1574|0|2|0|1|20
0|41145.0|12182400000000000|74|13|2|4|1|0|4
1|67419.0|45705600000000000|54|1471|1|3|1|0|25
0|23162.0|16416000000000000|54|65|2|4|1|0|8
1|34380.0|36547200000000000|47|175|1|3|1|0|12
1|34704.0|36979200000000000|58|40|1|2|1|0|5
0|94871.0|57542400000000000|55|1078|2|4|1|3|18
1|65148.0|50976000000000000|66|1115|1|3|1|0|21
1|39898.0|43372800000000000|70|134|1|3|1|0|9
0|64857.0|50371200000000000|68|1540|0|1|0|0|23
0|59892.0|20649600000000000|54|87|1|3|1|0|7
0|41020.0|21081600000000000|37|217|0|1|0|0|10
0|57072.0|13478400000000000|63|1034|1|3|1|1|27
1|60474.0|39225600000000000|45|1180|1|2|1|0|31
1|62807.0|57628800000000000|64|819|1|3|1|0|23
0|19414.0|22118400000000000|43|32|1|3|1|0|5
1|19107.0|26870400000000000|44|46|1|3|1|0|6
0|75484.0|60134400000000000|48|1159|1|3|1|0|18
0|70379.0|41731200000000000|48|860|1|2|1|0|25
0|79419.0|604800000000000|54|1631|0|2|0|0|15
0|64014.0|1641600000000000|78|444|3|5|1|1|22
1|76998.0|46137600000000000|69|1910|1|3|1|1|29
0|49854.0|19958400000000000|52|380|1|3|1|0|18
0|60585.0|31968000000000000|53|736|2|4|1|1|30
0|42873.0|45273600000000000|74|269|2|3|1|0|15
1|87679.0|29116800000000000|36|2524|0|2|0|4|29
1|57867.0|23414400000000000|46|612|1|3|1|0|25
1|35765.0|17280000000000000|34|75|1|3|1|0|8
1|65492.0|13305600000000000|65|1045|0|2|0|0|26
1|32952.0|18144000000000000|47|55|1|2|1|0|6
0|53374.0|58924800000000000|55|1064|1|3|1|2|21
1|71706.0|51235200000000000|65|1443|1|3|1|0|25
1|68487.0|45964800000000000|36|1366|0|2|0|0|30
0|53253.0|43459200000000000|49|436|2|4|1|0|19
0|31163.0|11750400000000000|51|38|1|2|1|0|5
