	Education	Income	Customer_For	Age	AmountSpent	Children	Family_Size	Is_Parent	TotalAcceptedCmp	NumTotalPurchases	Clusters
881	1	35797.0	53654400000000000	49	68	1	3	1	0	7	1
882	1	36627.0	29462400000000000	49	16	2	3	1	0	4	1
883	0	51111.0	864000000000000	43	55	2	4	1	0	7	1
884	0	86857.0	56592000000000000	52	2114	0	1	0	1	22	0
885	0	82072.0	31276800000000000	54	2018	0	2	0	0	19	2
886	0	46231.0	50112000000000000	71	263	3	4	1	0	15	1
887	1	42243.0	17280000000000000	65	55	2	4	1	0	7	1
888	1	51195.0	39225600000000000	62	564	2	4	1	0	24	3
889	0	68092.0	16848000000000000	46	1281	0	1	0	0	20	2
890	1	31814.0	43632000000000000	51	83	1	3	1	1	7	1
891	0	51390.0	56937600000000000	59	353	2	3	1	0	18	3
892	1	76630.0	14342400000000000	41	1003	0	2	0	0	25	2
893	1	26868.0	5184000000000000	33	14	1	2	1	0	4	1
894	0	48948.0	44323200000000000	81	902	0	1	0	2	24	0
895	0	55260.0	48729600000000000	52	1139	1	2	1	0	25	3
896	1	64090.0	28166400000000000	68	797	1	3	1	1	20	3
897	1	78331.0	13564800000000000	66	1638	1	2	1	0	25	3
898	0	37087.0	27820800000000000	50	401	1	3	1	0	17	1
899	1	21846.0	21600000000000000	38	84	1	2	1	0	11	1
900	1	81320.0	43891200000000000	66	928	0	2	0	0	18	2
901	1	54137.0	27388800000000000	54	203	1	2	1	0	11	1
902	1	66825.0	30240000000000000	57	858	0	2	0	0	16	2
903	1	57100.0	17884800000000000	51	409	0	2	0	0	13	2
904	1	58917.0	39916800000000000	55	282	3	5	1	0	16	1
905	1	85072.0	6998400000000000	47	1423	0	1	0	0	18	2
906	1	86429.0	19008000000000000	63	1449	0	1	0	2	18	0
907	1	45684.0	18057600000000000	53	28	1	2	1	0	4	1
908	1	47889.0	15206400000000000	50	67	1	3	1	0	6	1
909	0	45921.0	9590400000000000	38	199	0	2	0	0	10	2
910	0	78420.0	31536000000000000	58	1453	0	1	0	0	22	2
911	1	75114.0	20217600000000000	32	1253	0	2	0	0	19	2
912	0	52278.0	44928000000000000	61	1198	1	2	1	1	31	3
913	0	35641.0	30240000000000000	52	178	1	3	1	1	10	1
914	1	95529.0	49507200000000000	30	1990	0	1	0	2	18	0
915	1	62820.0	35769600000000000	70	976	0	2	0	0	14	2
916	0	73113.0	15984000000000000	64	1001	0	2	0	0	15	2
917	0	84169.0	28166400000000000	42	1919	0	2	0	3	20	0
918	0	42607.0	19353600000000000	70	350	1	2	1	0	14	1
919	0	74637.0	35164800000000000	70	1650	0	1	0	1	25	0
920	0	46015.0	6652800000000000	69	46	2	4	1	2	5	1
921	1	72354.0	37843200000000000	31	1228	0	1	0	0	19	2
922	0	39858.0	45014400000000000	55	95	1	2	1	1	7	1
923	0	34469.0	4838400000000000	76	62	2	4	1	0	9	1
924	1	83033.0	3628800000000000	38	1761	1	3	1	1	26	3
925	0	24401.0	57628800000000000	45	467	0	2	0	0	16	2
926	1	77583.0	12009600000000000	46	1149	0	2	0	1	19	2
927	0	74116.0	15638400000000000	42	2052	0	1	0	1	19	0
928	1	74293.0	4838400000000000	31	1127	0	1	0	0	16	2
929	0	68397.0	19353600000000000	48	1416	1	3	1	0	21	3
930	0	79632.0	7084800000000000	50	1113	0	2	0	0	20	2
931	1	46107.0	12009600000000000	35	125	1	2	1	0	7	1
932	0	64950.0	59270400000000000	73	966	1	2	1	1	25	3
933	1	25443.0	47865600000000000	35	32	1	3	1	0	5	1
934	1	75127.0	3283200000000000	72	833	0	1	0	0	19	2
935	0	32892.0	3024000000000000	53	46	1	3	1	0	8	1
936	1	71796.0	21427200000000000	53	960	0	2	0	0	17	2
937	0	67536.0	34819200000000000	54	1829	1	3	1	1	30	3
938	1	55239.0	30240000000000000	53	779	1	2	1	0	26	3
939	0	60554.0	27993600000000000	49	811	1	2	1	0	23	3
940	0	64831.0	33177600000000000	72	1120	2	3	1	0	22	3
941	0	56067.0	29721600000000000	62	725	1	3	1	0	20	3
942	1	82025.0	34300800000000000	41	1187	0	1	0	2	12	0
943	1	94384.0	41644800000000000	71	2302	0	2	0	4	18	0
944	1	14906.0	47865600000000000	38	66	0	1	0	0	9	2
945	0	51563.0	54950400000000000	37	1250	0	2	0	2	19	0
946	0	57937.0	11491200000000000	42	683	1	3	1	0	20	3
947	1	68274.0	23500800000000000	45	305	2	3	1	0	13	1
948	1	39771.0	17712000000000000	47	50	1	3	1	0	6	1
949	0	67893.0	54950400000000000	49	995	1	2	1	0	16	3
950	0	27922.0	4320000000000000	45	41	1	3	1	0	6	1
951	0	52190.0	4492800000000000	48	77	2	4	1	1	9	1
952	0	44051.0	44582400000000000	51	171	2	3	1	1	12	1
953	0	42767.0	35769600000000000	53	131	2	3	1	0	7	1
954	0	46106.0	4233600000000000	48	54	2	4	1	0	5	1
955	0	16927.0	43545600000000000	48	53	2	4	1	0	12	1
956	1	59754.0	49680000000000000	59	475	1	3	1	1	16	3
957	1	53700.0	58838400000000000	72	694	1	2	1	0	22	3
958	1	59041.0	4579200000000000	51	96	2	4	1	0	8	1
959	0	54237.0	36979200000000000	67	361	1	2	1	0	16	3
960	1	70647.0	55814400000000000	57	1079	1	2	1	0	26	3
961	0	52597.0	4579200000000000	62	578	1	2	1	0	20	3
962	0	41021.0	47174400000000000	55	64	1	3	1	1	7	1
963	0	40233.0	22291200000000000	49	149	1	3	1	0	13	1
964	1	50183.0	345600000000000	44	231	2	4	1	0	17	1
965	1	54753.0	25056000000000000	65	728	1	3	1	0	21	3
966	1	92955.0	27129600000000000	51	1778	0	2	0	3	23	0
967	1	33471.0	54000000000000000	51	93	1	3	1	0	10	1
968	0	34596.0	38188800000000000	50	23	1	3	1	1	4	1
969	1	44010.0	53913600000000000	44	662	1	3	1	0	24	3
970	1	84219.0	12700800000000000	36	1198	0	2	0	0	18	2
971	0	40706.0	45619200000000000	56	81	3	5	1	0	11	1
972	0	15716.0	51321600000000000	36	92	1	3	1	0	10	1
973	0	59052.0	19353600000000000	65	491	1	2	1	0	18	3
974	0	80573.0	53827200000000000	53	1564	0	2	0	0	24	2
975	1	83715.0	12614400000000000	62	926	0	2	0	0	24	2
976	0	82576.0	60220800000000000	65	1910	0	2	0	1	19	0
977	0	56962.0	22550400000000000	59	411	3	5	1	0	21	3
978	1	35704.0	15292800000000000	72	94	2	4	1	0	9	1
979	1	53103.0	25056000000000000	70	1085	1	3	1	1	28	3
980	0	46779.0	30412800000000000	64	23	2	3	1	0	4	1
981	1	4861.0	604800000000000	59	6	0	1	0	0	0	2
982	0	33462.0	28166400000000000	45	54	1	2	1	0	6	1
983	1	63693.0	22291200000000000	46	1150	1	2	1	0	29	3
984	1	80763.0	27475200000000000	74	1415	0	2	0	3	23	0
985	0	65352.0	26956800000000000	50	405	1	3	1	0	16	3
986	0	82170.0	18662400000000000	46	1908	0	2	0	0	19	2
987	1	75759.0	21340800000000000	55	2486	0	2	0	4	26	0
988	0	79689.0	35683200000000000	48	1315	0	1	0	0	27	2
989	0	35340.0	0	68	45	2	3	1	0	7	1
990	1	85683.0	8640000000000000	70	1789	0	1	0	5	17	0
991	0	24884.0	49852800000000000	52	19	1	3	1	0	4	1
992	0	42021.0	57628800000000000	43	573	1	3	1	1	22	3
993	1	64449.0	11318400000000000	35	805	1	2	1	0	24	3
994	1	64587.0	604800000000000	70	108	2	3	1	0	8	1
995	1	34824.0	8208000000000000	29	23	0	1	0	0	4	2
996	1	75437.0	20044800000000000	46	1493	0	2	0	1	23	0
997	1	26091.0	10713600000000000	67	89	2	4	1	0	9	1
998	1	52845.0	27648000000000000	51	936	1	3	1	1	25	3
999	1	46086.0	20563200000000000	68	343	1	2	1	0	16	3
1000	0	78028.0	56764800000000000	68	528	1	2	1	3	20	3
1001	0	95169.0	22723200000000000	37	1901	0	1	0	3	12	0
1002	0	56337.0	39657600000000000	43	724	2	4	1	3	22	3
1003	1	22434.0	43286400000000000	37	58	1	3	1	0	7	1
1004	0	36930.0	35251200000000000	70	297	1	3	1	0	16	3
1005	1	36130.0	44236800000000000	70	488	1	2	1	2	21	3
1006	0	65569.0	51926400000000000	71	859	1	3	1	0	23	3
1007	1	83844.0	35683200000000000	72	1574	0	2	0	1	20	0
1008	1	19514.0	13305600000000000	56	69	2	4	1	1	10	1
1009	0	36736.0	35856000000000000	61	17	2	3	1	0	4	1
1010	1	77568.0	58147200000000000	45	2194	1	3	1	3	21	0
1011	0	49187.0	14601600000000000	48	116	1	3	1	0	8	1
1012	1	30168.0	41385600000000000	46	279	1	2	1	0	18	1
1013	0	34053.0	56764800000000000	56	103	1	3	1	0	7	1
1014	0	38196.0	6220800000000000	53	44	2	4	1	0	9	1
1015	0	59412.0	6134400000000000	73	406	0	2	0	0	15	2
1016	0	70924.0	7171200000000000	59	1363	0	2	0	1	20	2
1017	1	54165.0	34300800000000000	55	236	0	2	0	0	11	2
1018	1	32300.0	46828800000000000	51	39	1	3	1	0	5	1
1019	1	20180.0	42681600000000000	48	137	0	1	0	0	8	2
1020	1	34961.0	864000000000000	51	79	1	3	1	0	10	1
1021	0	28440.0	30844800000000000	50	63	1	3	1	0	6	1
1022	0	64504.0	41644800000000000	71	1314	3	5	1	1	25	3
1023	0	33564.0	432000000000000	58	71	1	3	1	0	6	1
1024	1	17345.0	52099200000000000	46	58	1	3	1	0	7	1
1025	0	56320.0	38620800000000000	57	702	1	3	1	0	21	3
1026	1	28647.0	26956800000000000	46	94	1	2	1	2	7	1
1027	1	15038.0	44582400000000000	37	80	1	2	1	0	7	1
1028	0	32173.0	28684800000000000	66	22	1	2	1	0	5	1
1029	0	68316.0	52012800000000000	60	1211	1	3	1	0	32	3
1030	1	74538.0	31536000000000000	53	1461	0	2	0	2	22	0
1031	1	91700.0	45619200000000000	53	1968	0	1	0	1	20	0
1032	1	68695.0	345600000000000	55	1091	0	2	0	0	16	2
1033	0	31056.0	45187200000000000	47	55	1	3	1	0	5	1
1034	1	79593.0	4147200000000000	51	1366	0	2	0	1	19	2
1035	1	28071.0	57801600000000000	44	313	0	1	0	0	13	2
1036	0	37334.0	10627200000000000	66	62	2	4	1	0	11	1
1037	0	46423.0	24537600000000000	52	92	2	3	1	0	9	1
1038	0	37126.0	7862400000000000	53	72	1	3	1	2	6	1
1039	1	47703.0	34214400000000000	71	655	1	3	1	0	21	3
1040	1	61180.0	5788800000000000	65	704	1	3	1	1	18	3
1041	1	38998.0	52099200000000000	70	54	2	4	1	0	8	1
1042	1	8028.0	56073600000000000	33	178	0	1	0	0	16	2
1043	1	76081.0	3196800000000000	62	1033	0	2	0	1	14	2
1044	1	34728.0	28857600000000000	38	36	1	3	1	1	5	1
1045	0	33168.0	53913600000000000	59	122	1	2	1	0	10	1
1046	0	33585.0	23932800000000000	58	122	1	3	1	0	7	1
1047	0	77037.0	22377600000000000	64	1123	1	3	1	0	27	3
1048	1	35196.0	51235200000000000	40	497	1	3	1	1	18	3
1049	1	44529.0	31017600000000000	58	691	1	3	1	1	25	3
1050	0	70924.0	7171200000000000	59	1363	0	2	0	1	20	2
1051	0	28764.0	2073600000000000	58	12	2	4	1	1	4	1
1052	0	69098.0	43027200000000000	75	2440	0	2	0	0	25	0
1053	0	25959.0	43200000000000000	54	56	2	3	1	1	7	1
1054	0	27100.0	38880000000000000	41	37	1	3	1	0	5	1
1055	1	70596.0	54604800000000000	39	968	0	1	0	0	21	2
1056	1	42557.0	57801600000000000	50	270	1	3	1	0	15	1
1057	0	53312.0	27993600000000000	73	278	0	2	0	0	12	2
1058	1	72228.0	50025600000000000	72	1250	0	1	0	0	22	2
1059	1	67605.0	39312000000000000	37	938	0	2	0	0	17	2
1060	0	62845.0	54950400000000000	75	1178	2	4	1	1	28	3
1061	1	65196.0	29289600000000000	66	1155	2	4	1	1	26	3
1062	0	42000.0	46224000000000000	37	653	0	1	0	1	20	2
1063	0	35860.0	3542400000000000	51	49	2	3	1	1	6	1
1064	0	65526.0	6825600000000000	60	506	1	3	1	0	17	3
1065	1	16860.0	56592000000000000	63	38	2	4	1	0	8	1
1066	1	83528.0	5097600000000000	32	1650	0	1	0	3	23	0
1067	0	64176.0	60048000000000000	59	1826	1	2	1	0	33	3
1068	1	22304.0	59961600000000000	68	18	0	1	0	0	4	2
1069	1	67023.0	10108800000000000	46	906	0	2	0	0	24	2
1070	0	32892.0	3024000000000000	53	46	1	3	1	0	8	1
1071	1	70713.0	49507200000000000	58	1477	1	3	1	0	25	3
1072	1	59925.0	49766400000000000	69	766	1	3	1	0	23	3
1073	1	39722.0	10800000000000000	71	47	1	3	1	0	7	1
1074	1	46610.0	29894400000000000	66	467	0	2	0	0	14	2
1075	1	88347.0	31190400000000000	63	2116	0	2	0	1	21	0
1076	0	87171.0	36633600000000000	43	1298	0	2	0	2	25	0
1077	0	26907.0	27043200000000000	48	22	2	4	1	0	6	1
1078	0	50014.0	13651200000000000	56	396	1	2	1	0	15	1
1079	0	41014.0	37411200000000000	46	20	1	3	1	0	4	1
1080	1	66294.0	8985600000000000	59	967	0	1	0	0	13	2
1081	1	36715.0	50889600000000000	53	357	1	3	1	1	19	3
1082	1	79456.0	58406400000000000	68	1401	0	2	0	1	16	0
1083	1	40479.0	27302400000000000	42	15	1	3	1	0	4	1
1084	0	75345.0	44236800000000000	54	2087	0	1	0	2	20	0
1085	1	54233.0	44064000000000000	47	981	1	3	1	0	26	3
1086	1	24163.0	22464000000000000	54	17	2	3	1	0	6	1
1087	0	84460.0	46742400000000000	66	523	0	2	0	5	22	0
1088	1	43776.0	4924800000000000	41	23	1	3	1	0	4	1
1089	0	71691.0	8985600000000000	66	1192	0	1	0	1	17	2
1090	0	85844.0	2678400000000000	51	1958	0	2	0	1	20	0
1091	0	39190.0	5529600000000000	50	133	1	2	1	0	9	1
1092	1	71367.0	26784000000000000	65	777	0	2	0	0	17	2
1093	0	38578.0	32140800000000000	52	73	2	3	1	0	9	1
1094	0	57236.0	9417600000000000	59	121	2	4	1	0	10	1
1095	1	61825.0	28166400000000000	45	424	1	2	1	0	15	3
1096	1	79803.0	2332800000000000	66	868	1	2	1	0	13	3
1097	0	80910.0	52358400000000000	38	756	0	1	0	0	15	2
1098	0	27590.0	37324800000000000	42	12	1	3	1	0	4	1
1099	1	56775.0	46915200000000000	45	937	1	3	1	0	25	3
1100	1	83829.0	22809600000000000	49	1862	0	1	0	4	17	0
1101	0	54210.0	34992000000000000	45	367	1	3	1	0	14	1
1102	1	38508.0	28598400000000000	38	443	1	3	1	0	20	1
1103	1	53187.0	21254400000000000	54	267	1	3	1	0	13	1
1104	1	30023.0	8380800000000000	52	61	1	3	1	0	6	1
1105	0	76045.0	19526400000000000	64	1323	0	1	0	1	21	0
1106	0	50870.0	864000000000000	72	63	1	3	1	0	6	1
1107	0	15315.0	28512000000000000	54	64	0	2	0	0	8	2
1108	0	65463.0	12960000000000000	50	562	1	3	1	1	19	3
1109	1	66480.0	2505600000000000	59	312	2	4	1	0	19	3
1110	1	76773.0	42249600000000000	70	1156	0	1	0	0	16	2
1111	0	81698.0	41904000000000000	41	1104	0	1	0	2	16	0
1112	0	54466.0	12096000000000000	51	16	2	3	1	0	4	1
1113	0	98777.0	11404800000000000	64	2008	0	1	0	1	19	0
1114	0	16269.0	26179200000000000	40	44	1	2	1	0	9	1
1115	1	71819.0	26352000000000000	53	1574	1	3	1	2	14	3
1116	0	33569.0	22118400000000000	41	63	1	3	1	2	5	1
1117	0	36262.0	24364800000000000	41	426	0	2	0	2	12	2
1118	1	22634.0	45705600000000000	58	96	0	2	0	0	6	2
1119	0	47025.0	25056000000000000	46	635	1	3	1	0	23	3
1120	1	70566.0	22982400000000000	56	757	1	2	1	0	22	3
1121	0	31605.0	50457600000000000	45	125	1	3	1	0	9	1
1122	0	52034.0	35251200000000000	51	332	2	3	1	0	16	1
1123	1	48526.0	16156800000000000	45	135	1	2	1	0	8	1
1124	1	46734.0	50803200000000000	70	330	1	3	1	0	14	3
1125	1	39552.0	48211200000000000	62	384	2	3	1	1	20	3
1126	1	86358.0	59616000000000000	58	1722	2	3	1	0	18	3
1127	1	46931.0	5702400000000000	47	78	3	5	1	0	7	1
1128	1	16581.0	46051200000000000	39	24	0	1	0	0	4	2
1129	0	63998.0	16502400000000000	72	1168	0	1	0	1	25	2
1130	0	67381.0	45792000000000000	73	957	1	3	1	1	17	3
1131	1	25930.0	22636800000000000	57	15	2	3	1	0	4	1
1132	1	42693.0	1900800000000000	46	57	1	3	1	0	5	1
1133	1	85606.0	51321600000000000	48	1956	1	3	1	1	24	3
1134	1	72903.0	20995200000000000	39	2013	0	1	0	4	21	0
1135	0	49669.0	3110400000000000	50	326	1	3	1	0	14	1
1136	0	36778.0	59875200000000000	56	77	2	4	1	0	9	1
1137	0	85696.0	36460800000000000	62	1313	0	1	0	1	20	0
1138	0	10979.0	3283200000000000	35	30	0	1	0	0	8	2
1139	1	49678.0	44236800000000000	63	315	1	3	1	0	14	3
1140	0	56129.0	32313600000000000	71	660	1	3	1	0	22	3
1141	1	37155.0	44409600000000000	35	74	1	3	1	0	7	1
1142	0	21282.0	4233600000000000	46	46	1	2	1	0	7	1
1143	0	33419.0	27302400000000000	62	86	1	2	1	0	8	1
1144	1	63285.0	20390400000000000	79	1103	0	1	0	0	25	2
1145	0	21255.0	13737600000000000	50	61	1	3	1	0	11	1
1146	1	42162.0	19180800000000000	43	145	1	3	1	2	9	1
1147	1	54450.0	56419200000000000	68	684	2	4	1	0	31	3
1148	0	57744.0	19785600000000000	70	411	1	3	1	0	16	3
1149	1	26576.0	53913600000000000	38	27	1	2	1	2	4	1
1150	0	57513.0	30931200000000000	81	1060	0	1	0	0	27	2
1151	1	68142.0	57801600000000000	60	1459	1	3	1	0	24	3
1152	1	7500.0	57801600000000000	45	18	1	3	1	0	4	1
1153	1	83145.0	55728000000000000	50	1833	0	2	0	2	26	0
1154	0	54197.0	7516800000000000	64	237	1	3	1	0	12	1
1155	0	23091.0	2764800000000000	61	48	2	3	1	0	10	1
1156	1	46049.0	29635200000000000	48	515	2	4	1	1	26	3
1157	1	56715.0	49334400000000000	50	1020	0	2	0	0	15	2
1158	1	79410.0	2678400000000000	63	1370	0	2	0	0	11	2
1159	1	57304.0	41040000000000000	73	1026	1	3	1	0	25	3
1160	1	44375.0	8467200000000000	59	301	1	3	1	0	12	1
1161	1	54450.0	56419200000000000	68	684	2	4	1	0	31	3
1162	1	59594.0	53308800000000000	59	499	1	3	1	1	17	3
1163	1	80685.0	58406400000000000	30	1004	0	2	0	0	21	2
1164	0	40344.0	22377600000000000	50	218	1	3	1	0	12	1
1165	1	62710.0	34732800000000000	52	606	1	3	1	0	22	3
1166	0	48985.0	31017600000000000	56	75	1	3	1	0	6	1
1167	1	35322.0	58406400000000000	56	106	3	5	1	0	9	1
1168	1	77142.0	34214400000000000	76	990	0	2	0	0	17	2
1169	1	81657.0	13651200000000000	55	1097	0	1	0	0	16	2
1170	1	14421.0	11404800000000000	28	16	0	2	0	1	4	2
1171	0	20130.0	8985600000000000	50	34	0	2	0	0	5	2
1172	0	74214.0	58060800000000000	34	1711	0	2	0	0	16	2
1173	0	66726.0	14515200000000000	67	438	2	4	1	1	17	3
1174	1	23724.0	46396800000000000	45	75	1	3	1	0	7	1
1175	0	47353.0	19699200000000000	64	225	1	3	1	0	13	1
1176	0	33444.0	52099200000000000	72	18	2	4	1	0	4	1
1177	1	54386.0	35251200000000000	43	470	1	3	1	0	17	3
1178	1	28510.0	38188800000000000	43	91	2	3	1	0	9	1
1179	0	90638.0	11750400000000000	33	2525	0	1	0	1	18	0
1180	1	48070.0	45964800000000000	74	504	1	3	1	0	19	3
1181	1	43140.0	46656000000000000	67	235	1	3	1	0	11	1
1182	0	54959.0	45446400000000000	63	1232	1	2	1	2	21	3
1183	1	15056.0	36460800000000000	66	88	2	3	1	0	12	1
1184	1	26954.0	4492800000000000	53	17	1	2	1	0	4	1
1185	1	22327.0	28598400000000000	39	24	1	2	1	0	5	1
1186	1	44393.0	26870400000000000	59	60	2	4	1	0	7	1
1187	0	62000.0	26611200000000000	72	1020	1	2	1	1	26	3
1188	0	31497.0	49248000000000000	62	155	1	3	1	0	10	1
1189	0	45894.0	10540800000000000	50	51	2	4	1	0	5	1
1190	0	78579.0	47865600000000000	54	1812	0	1	0	1	16	0
1191	0	67369.0	50889600000000000	55	1461	1	2	1	3	25	0
1192	1	58401.0	6048000000000000	64	96	1	2	1	0	6	1
1193	1	62307.0	11404800000000000	72	160	1	2	1	0	9	1
1194	0	43641.0	37411200000000000	55	139	2	4	1	0	10	1
1195	0	63841.0	37497600000000000	56	908	1	2	1	0	22	3
1196	0	46891.0	26006400000000000	59	183	1	3	1	0	8	1
1197	0	70091.0	39312000000000000	55	1161	1	3	1	1	19	3
1198	0	78075.0	7344000000000000	52	988	0	2	0	0	14	2
1199	0	59184.0	56851200000000000	63	1072	1	2	1	0	27	3
1200	1	54809.0	25142400000000000	47	174	2	4	1	0	12	1
1201	1	58113.0	44928000000000000	65	758	1	3	1	0	22	3
1202	0	51412.0	15552000000000000	66	195	1	3	1	0	11	1
1203	1	15287.0	54172800000000000	45	31	1	2	1	2	6	1
1204	0	66636.0	27302400000000000	67	1084	0	2	0	0	17	2
1205	0	50965.0	42681600000000000	68	685	1	3	1	1	22	3
1206	0	84618.0	18921600000000000	59	1672	0	2	0	1	26	0
1207	1	18351.0	20995200000000000	34	43	0	2	0	0	6	2
1208	0	40451.0	11491200000000000	67	49	2	4	1	1	5	1
1209	1	36317.0	34819200000000000	59	133	1	3	1	0	9	1
1210	1	42213.0	22464000000000000	67	363	1	3	1	1	15	1
1211	1	65748.0	38016000000000000	69	545	1	3	1	0	18	3
1212	1	77044.0	21168000000000000	52	1065	1	3	1	1	31	3
1213	1	74918.0	40953600000000000	55	2047	0	2	0	1	21	0
1214	1	56721.0	52358400000000000	52	296	2	4	1	0	15	3
1215	1	42160.0	31622400000000000	49	140	2	3	1	1	11	1
1216	1	61559.0	29980800000000000	59	530	1	2	1	0	17	3
1217	0	33629.0	59616000000000000	61	152	2	4	1	0	13	1
1218	0	68682.0	22982400000000000	33	1598	0	2	0	0	24	2
1219	1	34377.0	45446400000000000	61	114	1	2	1	0	8	1
1220	1	8940.0	58406400000000000	38	101	1	2	1	0	10	1
1221	1	26228.0	24192000000000000	51	25	1	3	1	0	4	1
1222	0	77297.0	44841600000000000	67	789	0	1	0	1	22	2
1223	1	40211.0	28857600000000000	43	87	2	4	1	1	7	1
1224	0	33438.0	24192000000000000	66	90	2	3	1	0	11	1
1225	0	75032.0	36892800000000000	65	1215	1	3	1	0	20	3
1226	0	61284.0	22464000000000000	69	811	0	1	0	1	22	2
1227	1	22518.0	53136000000000000	38	61	1	3	1	2	7	1
1228	0	54730.0	27475200000000000	49	405	1	3	1	0	18	3
1229	0	38452.0	7862400000000000	69	72	2	4	1	0	9	1
1230	1	44421.0	43113600000000000	53	189	2	3	1	0	14	1
1231	0	38197.0	31536000000000000	38	40	1	3	1	0	5	1
1232	1	41986.0	12096000000000000	46	63	1	2	1	0	10	1
1233	1	28427.0	40176000000000000	41	52	1	3	1	0	7	1
1234	0	37395.0	5011200000000000	48	39	1	3	1	0	5	1
1235	1	64722.0	2937600000000000	53	805	1	3	1	0	25	3
1236	0	55249.0	6307200000000000	68	130	1	3	1	0	8	1
1237	1	84906.0	23155200000000000	52	1631	0	2	0	3	24	0
1238	1	28691.0	31104000000000000	35	34	1	3	1	0	5	1
1239	1	44213.0	18316800000000000	72	152	2	3	1	0	12	1
1240	1	25707.0	13996800000000000	40	21	1	2	1	0	5	1
1241	0	59062.0	23241600000000000	57	71	3	5	1	0	7	1
1242	1	76624.0	3110400000000000	62	899	1	2	1	1	23	3
1243	0	66000.0	6048000000000000	77	711	0	2	0	0	10	2
1244	0	27683.0	59961600000000000	46	351	1	3	1	0	16	1
1245	1	1730.0	3628800000000000	53	8	0	1	0	0	15	2
1246	1	7500.0	49507200000000000	32	119	1	2	1	0	11	1
1247	1	40521.0	38880000000000000	56	21	2	4	1	0	4	1
1248	0	20427.0	8380800000000000	51	10	1	3	1	0	4	1
1249	1	65106.0	3110400000000000	49	973	1	3	1	1	27	3
1250	0	69969.0	26438400000000000	59	1536	0	2	0	3	13	0
1251	1	67433.0	30067200000000000	72	992	2	4	1	1	28	3
1252	0	77766.0	42508800000000000	57	1529	1	3	1	2	34	3
1253	1	74716.0	25056000000000000	52	860	1	3	1	0	17	3
1254	1	68118.0	21945600000000000	61	928	1	2	1	0	23	3
1255	0	55158.0	60393600000000000	54	418	2	4	1	1	18	3
1256	0	62972.0	60048000000000000	69	587	1	3	1	1	16	3
1257	1	74190.0	4147200000000000	49	641	1	3	1	0	19	3
1258	1	39356.0	8812800000000000	48	23	2	4	1	1	4	1
1259	1	76653.0	27388800000000000	55	2279	0	2	0	2	23	0
1260	0	35860.0	3542400000000000	51	49	2	3	1	1	6	1
1261	0	90687.0	34819200000000000	41	1779	0	1	0	2	17	0
1262	0	73450.0	17798400000000000	42	1804	0	2	0	2	27	0
1263	1	31454.0	30931200000000000	64	48	2	4	1	0	8	1
1264	1	47139.0	9936000000000000	72	83	2	3	1	1	7	1
1265	1	83829.0	22809600000000000	49	1862	0	1	0	4	17	0
1266	0	53378.0	55555200000000000	61	793	2	4	1	1	29	3
1267	1	19656.0	43718400000000000	54	84	1	3	1	0	9	1
1268	0	45579.0	27043200000000000	76	183	1	3	1	0	10	1
1269	0	85485.0	691200000000000	66	1383	0	1	0	0	19	2
1270	1	55956.0	7171200000000000	80	999	0	2	0	1	16	2
1271	0	64191.0	45187200000000000	61	825	1	2	1	0	24	3
1272	1	38808.0	58060800000000000	52	246	1	2	1	2	14	3
1273	0	57183.0	40348800000000000	58	610	2	4	1	0	25	3
1274	0	23748.0	50544000000000000	56	76	1	2	1	0	9	1
1275	1	66303.0	42163200000000000	53	1286	1	3	1	1	22	3
1276	0	37368.0	16848000000000000	49	30	1	3	1	1	4	1
1277	1	40800.0	47001600000000000	60	99	3	5	1	0	8	1
1278	1	71847.0	55814400000000000	46	1192	0	1	0	1	22	2
1279	1	46149.0	18316800000000000	49	362	1	3	1	0	18	1
1280	1	78687.0	59529600000000000	41	2130	0	2	0	2	19	0
1281	0	49118.0	58752000000000000	53	1229	0	1	0	3	28	0
1282	0	37633.0	55900800000000000	67	38	2	4	1	0	6	1
1283	0	39767.0	29635200000000000	73	485	0	2	0	0	17	2
1284	1	26997.0	51926400000000000	73	434	0	2	0	0	13	2
1285	1	33986.0	40780800000000000	54	44	1	2	1	0	5	1
1286	0	57091.0	50371200000000000	52	496	1	3	1	2	18	3
1287	0	46831.0	33350400000000000	55	78	2	4	1	0	7	1
1288	0	83151.0	43545600000000000	52	2346	0	2	0	4	23	0
1289	1	52531.0	47174400000000000	53	794	0	2	0	0	21	2
1290	1	15759.0	25660800000000000	68	17	0	2	0	0	4	2
1291	1	22804.0	28771200000000000	53	26	1	2	1	0	5	1
1292	0	43050.0	8899200000000000	51	76	1	3	1	0	8	1
1293	0	42997.0	17625600000000000	47	15	2	3	1	0	4	1
1294	0	48918.0	6739200000000000	61	62	2	3	1	0	7	1
1295	0	60033.0	7948800000000000	70	198	1	3	1	0	10	1
1296	0	34043.0	21340800000000000	46	49	1	3	1	0	5	1
1297	1	57811.0	31968000000000000	58	802	1	3	1	1	25	3
1298	1	78569.0	11232000000000000	78	1736	0	2	0	2	15	0
1299	1	7500.0	47433600000000000	46	57	2	3	1	0	10	1
1301	1	94384.0	41644800000000000	71	2302	0	2	0	4	18	0
1302	0	23148.0	11318400000000000	39	37	0	2	0	0	6	2
1303	1	44267.0	42249600000000000	54	310	2	3	1	0	16	1
